model,mae,rmse,mape
persistence,0.07496284138069824,0.1647017652716497,10.642727084586431
mlp,0.09092671444453453,0.16846444838219157,12.55435258601208
lstm,0.09154077077285994,0.17068520248634317,12.462519368011558
