model,mae,rmse,mape
lstm,0.3159572325646877,0.48535660345704146,40.13024256777655
persistence,0.3648833393584937,0.4944307364044662,74.53260806348892
mlp,0.3870614655315876,0.5584347954014552,42.27818529951624
