model,mae,rmse,mape
mlp,0.3620944955118812,0.4727153361156308,60.27619164688831
persistence,0.3000198003789871,0.47950551702744043,52.519475732360064
lstm,0.37315290729598244,0.48645155404872736,59.02558351014224
