model,mae,rmse,mape
mlp,0.3707234911620617,0.6065537876967044,66.2027557473087
lstm,0.3422475285828114,0.612263900263028,55.78694405152026
persistence,0.63736667111516,0.7912147791854436,301.77752814809736
