model,mae,rmse,mape
lstm,0.314968245724837,0.538950993683849,36.56530214936997
mlp,0.3764902100794845,0.5501829123708328,43.8572453562467
persistence,0.5930925959514247,0.7184772394950908,159.17462865822637
